age,gender,location,device_type,ad_type,hour_of_day,budget,avg_competitor_bid,click
23,F,Rural,Desktop,Text,12,1046.3590069800275,0.6548720708897254,0
36,F,Urban,Desktop,Video,14,1906.7246738846159,1.316821407136529,0
22,F,Rural,Desktop,Video,18,2862.8701736986764,0.7751601752532736,0
20,F,Suburban,Tablet,Banner,2,690.8771053361686,0.7862723841651534,0
18,M,Suburban,Tablet,Banner,10,2882.4620982363754,1.7034382722622128,0
55,F,Urban,Tablet,Banner,23,1661.8953597195384,0.15547653950041568,1
32,F,Urban,Mobile,Text,7,2275.108752239227,1.3657591057484524,0
51,M,Suburban,Mobile,Banner,7,2508.0116675872923,1.7726082173684938,0
52,F,Suburban,Desktop,Video,11,878.7869925879464,0.4310919893143683,0
42,M,Suburban,Mobile,Video,2,612.3951520364317,0.8666234446609953,0
41,F,Suburban,Mobile,Text,19,821.2293163327263,1.6373478529867913,0
29,F,Urban,Mobile,Text,1,1352.3822232260059,1.1166309688866618,0
35,M,Rural,Mobile,Text,2,2891.385574009348,0.7796369429334111,0
32,M,Suburban,Tablet,Text,15,606.9385947884364,1.2892519413239416,0
61,F,Suburban,Tablet,Video,20,2799.4952490618816,0.7169602181910688,0
33,M,Rural,Mobile,Video,18,1903.236728655305,1.2899880776161874,0
44,F,Urban,Mobile,Banner,19,755.8524037461701,0.3755576626213988,0
25,F,Rural,Tablet,Text,6,881.8712279233285,0.5282718928909864,0
63,F,Urban,Desktop,Video,18,2223.327929539043,0.12790010545811958,0
42,F,Urban,Tablet,Video,0,2021.133650526073,0.4505272149152697,0
34,F,Urban,Mobile,Banner,12,918.6411736901364,0.34837288737427974,0
46,F,Urban,Mobile,Video,13,2760.82772001774,1.2363847983746648,0
25,M,Urban,Mobile,Video,0,832.2598331443169,1.8943233224255036,0
32,M,Suburban,Tablet,Text,3,1778.9339651349017,0.5091951593231073,0
44,M,Urban,Mobile,Banner,16,1820.7358568787672,0.3456940767855027,0
63,F,Suburban,Tablet,Text,5,2676.2558915154123,1.1170422367816755,0
24,M,Urban,Desktop,Text,19,555.375539969758,0.4440469677526957,0
20,F,Suburban,Mobile,Banner,20,841.1292522697221,1.1291137658943597,0
46,M,Rural,Mobile,Banner,5,926.6967001359345,1.0584620398451963,0
61,F,Rural,Desktop,Text,1,657.20349381201,0.13688033154780255,0
41,F,Suburban,Tablet,Text,16,2078.7082102273866,1.9322510034188327,0
20,F,Urban,Mobile,Text,15,1073.99965175787,0.4826735386242307,0
37,F,Suburban,Mobile,Text,11,1941.6745864009315,1.8001905559559992,0
63,F,Suburban,Mobile,Banner,11,2456.5305089810818,0.8278508560774115,0
32,M,Urban,Mobile,Video,17,1521.32123322317,0.40091453819161815,0
42,F,Rural,Desktop,Banner,15,2422.125685825199,0.3028905057153961,0
47,M,Suburban,Tablet,Video,5,2444.6713766090584,1.0702919034122156,0
31,F,Rural,Desktop,Banner,12,1158.5576643516442,0.787510325703809,0
24,F,Rural,Tablet,Text,15,539.3614935076622,1.8432642703509439,0
34,F,Rural,Desktop,Video,23,758.2046330158307,0.48273884012602775,0
61,M,Suburban,Desktop,Banner,9,2558.8093504269823,1.4749261229673707,0
37,F,Suburban,Tablet,Banner,10,1513.2682875353098,0.45300279918836794,0
53,M,Urban,Mobile,Banner,0,2597.740040296175,1.7562419086554446,0
26,F,Urban,Mobile,Text,20,1868.7858008670196,1.0698656673503886,0
55,M,Suburban,Desktop,Banner,6,993.4884693042757,1.6792853550724516,0
39,M,Urban,Desktop,Banner,23,2280.593142735008,0.9312719966541201,0
19,M,Rural,Desktop,Text,22,1895.4658565814684,0.43297510808259676,0
41,F,Rural,Mobile,Video,16,1379.5130303678638,1.1247279859097286,0
25,F,Suburban,Tablet,Video,11,719.2924886238259,0.6178447920225036,0
28,M,Rural,Mobile,Text,19,755.7458903911008,0.4507788835378225,0
30,F,Suburban,Desktop,Video,19,971.2790353659468,1.8171855915737924,0
34,F,Suburban,Mobile,Banner,14,2182.3277981439983,1.1477380453605939,1
25,F,Suburban,Mobile,Banner,8,2319.928555290411,1.6205931614448512,0
38,M,Rural,Mobile,Video,21,2077.289631913095,1.5743427757331094,0
35,M,Suburban,Tablet,Video,5,1343.1709692504878,0.10204393259908986,0
47,F,Suburban,Desktop,Video,4,1601.175107888197,1.7831585972428547,0
35,M,Urban,Mobile,Text,4,2273.8994448660847,1.569390760544136,0
63,F,Rural,Mobile,Video,8,2149.63767509236,0.610621642510343,0
64,F,Suburban,Desktop,Text,1,2432.5338272818126,0.5357357486776975,0
48,M,Urban,Mobile,Video,9,1102.843885254066,0.20797166188268568,0
55,M,Suburban,Mobile,Text,4,511.222228248873,0.2757464585694315,0
49,F,Rural,Mobile,Text,16,1166.105251997244,0.46968468860973267,0
28,F,Urban,Mobile,Banner,20,1369.7286609340415,0.1066073697436149,0
62,F,Urban,Desktop,Video,3,2901.28366073047,0.7000781251480803,0
42,M,Suburban,Mobile,Banner,3,1044.330683272131,1.8522429086937395,0
50,M,Suburban,Tablet,Banner,12,2566.0108768370237,1.1549604367945479,0
55,F,Rural,Mobile,Text,19,2056.2788224578294,1.2031438127177263,0
58,F,Rural,Tablet,Text,18,918.841619748642,0.5499326782860557,0
25,M,Suburban,Desktop,Text,5,1508.76202668407,0.5277298698208487,0
28,F,Urban,Mobile,Text,18,1775.3966431304864,0.7978798671176487,0
39,M,Rural,Tablet,Banner,21,1360.3754091280784,0.5981238499933309,0
41,M,Rural,Tablet,Text,15,1065.3752952027212,1.7309667998163658,0
58,F,Urban,Mobile,Banner,5,1132.127349188427,0.4371945307643639,0
34,F,Suburban,Mobile,Banner,10,1963.0144133390388,1.3822422688387648,0
29,M,Rural,Desktop,Video,9,2220.265131485129,1.0302735773824376,0
63,F,Urban,Desktop,Video,17,1672.4281466185805,1.3867476311307538,0
49,M,Rural,Mobile,Text,8,2854.339591865961,1.6859235697687778,0
32,M,Urban,Desktop,Banner,9,2321.416065417179,0.7485949813903023,0
33,M,Rural,Desktop,Banner,14,2729.394914754281,1.127386464215813,0
39,F,Suburban,Desktop,Banner,23,1689.1588657208442,1.0479043550728266,0
45,F,Urban,Desktop,Video,13,537.2073198895201,0.8091664713744535,0
37,F,Rural,Mobile,Banner,15,1980.1763240179575,1.6426975825824506,0
50,M,Rural,Mobile,Banner,6,2545.6484486883874,0.11949497894277337,0
27,M,Urban,Tablet,Banner,7,1841.3376482245194,0.6892041617636475,0
57,M,Urban,Desktop,Video,7,1919.752620441928,1.6809907109588174,0
49,M,Suburban,Mobile,Text,12,2937.427239579057,1.757028920621122,0
50,F,Urban,Tablet,Text,18,1415.355460937486,1.4179660943676515,0
19,F,Rural,Desktop,Text,9,2504.682047178917,0.7474724957498338,0
50,F,Suburban,Tablet,Video,0,1762.6855986911146,1.662416389012354,0
50,M,Urban,Desktop,Video,21,1659.2775095710817,0.25969281135503297,0
58,M,Rural,Mobile,Text,15,863.9426577641373,0.6042498532261616,0
30,F,Urban,Tablet,Text,2,2370.9877089526162,0.2757409998263184,0
47,M,Rural,Mobile,Video,2,2558.2360555548844,0.30960657380358164,0
50,F,Rural,Desktop,Text,5,1577.193612692313,1.2267834237130026,0
30,M,Suburban,Desktop,Banner,11,2408.826483434759,0.23698227691827237,0
43,M,Suburban,Desktop,Video,4,1952.8019669995815,1.391683188489465,0
39,M,Urban,Tablet,Text,15,1143.88578659709,0.7627835914721958,0
56,M,Suburban,Tablet,Text,16,2809.2888197197235,0.20583722623066034,1
19,M,Urban,Tablet,Video,9,2241.928534242563,0.6426532775706562,0
55,F,Suburban,Mobile,Video,6,2695.836544196822,0.8586669000086113,0
56,F,Suburban,Tablet,Banner,9,1203.6610640819301,0.7964601277361154,0
43,F,Urban,Desktop,Video,1,2790.907973366415,1.0692466753625516,0
63,M,Suburban,Mobile,Video,14,1411.6671530203666,1.0552939428306582,0
32,F,Suburban,Desktop,Banner,20,523.8297148207445,0.7832752766911807,0
51,F,Suburban,Desktop,Text,16,687.5710949120954,1.8085200016836527,0
59,M,Suburban,Tablet,Video,3,723.3462109981957,0.5180297562455524,0
61,M,Urban,Tablet,Text,7,1017.8584205131795,0.7465438571394116,0
57,F,Rural,Tablet,Banner,18,966.304964455841,1.1519625097816928,0
28,F,Urban,Desktop,Video,20,644.7349850780499,0.5660115596837697,0
20,F,Urban,Mobile,Banner,1,2738.48108083243,0.3854331617969341,0
23,F,Urban,Tablet,Text,20,2570.775209249906,0.11201320943247625,0
26,F,Suburban,Tablet,Banner,15,2407.0580825420707,1.8960689378704356,0
23,M,Suburban,Mobile,Video,13,1697.8334902865745,1.5899963218613449,0
26,F,Rural,Desktop,Video,11,1562.8703845556656,1.7888200026345729,1
56,F,Suburban,Desktop,Text,8,1563.411213508345,0.17642837585481386,0
48,F,Rural,Mobile,Text,11,1154.4185246654647,0.23944758155917067,0
49,F,Rural,Tablet,Text,2,2020.6440337630866,1.1487701441580762,0
58,F,Suburban,Mobile,Text,22,647.6991276167688,0.14398729849878167,0
29,F,Rural,Tablet,Video,12,2146.959777236511,0.6156591019225505,0
25,M,Urban,Mobile,Video,5,1784.6436596330138,1.9479883301749754,0
25,M,Urban,Desktop,Video,1,2541.30055096029,0.7791673959998441,0
45,M,Urban,Desktop,Banner,6,2931.8548420752063,1.9608568259797894,0
37,F,Rural,Desktop,Banner,19,2691.525344683028,0.32518718535034863,0
64,F,Rural,Desktop,Text,13,2299.810361873724,0.8317204268316458,0
24,M,Urban,Mobile,Text,5,1581.9585316075734,0.11103734339473315,0
28,F,Suburban,Mobile,Text,22,1036.3106550998764,1.2238828309402272,0
37,F,Urban,Tablet,Video,8,2162.1832930166615,0.7493329653203972,0
33,F,Suburban,Mobile,Banner,6,1003.9977725154685,1.0575621158081474,0
21,M,Suburban,Tablet,Text,18,550.6473748167355,1.6099657225962292,0
23,M,Rural,Mobile,Text,15,1933.0824529907943,1.147253787067715,0
39,M,Rural,Mobile,Video,12,1485.3260294255379,1.364017698368682,0
43,F,Suburban,Mobile,Banner,5,2690.0466659233143,0.9971672626439477,0
20,M,Suburban,Mobile,Text,3,2114.450153074099,1.521015379930732,0
58,M,Suburban,Desktop,Text,11,2118.125258905604,1.2447639387036273,0
59,M,Rural,Mobile,Text,20,2469.7326190908443,1.7451054957885348,0
31,F,Urban,Tablet,Text,9,1339.130002841985,1.536192425331049,0
28,M,Suburban,Desktop,Banner,15,2895.4298790829757,0.5408811280348252,0
35,M,Rural,Mobile,Banner,0,1053.303728661405,1.0965130662951736,0
29,F,Urban,Mobile,Text,11,2679.1997420646007,1.762407434842421,0
40,M,Rural,Tablet,Video,19,2777.102504135227,1.7319093545886408,0
29,F,Urban,Desktop,Text,18,597.6009421609666,1.006558301742249,0
30,F,Rural,Desktop,Video,21,2079.5552590715706,0.6961804012795308,0
42,M,Urban,Desktop,Text,18,2373.5520999997684,0.5001958111543034,0
62,M,Suburban,Desktop,Text,20,2884.5760115637295,0.4692622294544987,0
36,M,Rural,Tablet,Video,17,1128.4472478452503,0.3732950184890651,0
63,F,Urban,Mobile,Text,8,1904.625438742854,1.9992953976111807,0
53,M,Urban,Mobile,Banner,23,2432.793669431385,1.3589296361183991,0
62,M,Urban,Desktop,Video,3,870.8887985694525,0.6976954328459257,0
25,M,Suburban,Tablet,Banner,10,2632.4553238908097,0.6571938599160467,0
46,F,Rural,Mobile,Video,23,1509.0950785481482,0.6803771748533705,0
49,F,Urban,Desktop,Banner,15,2099.377113667304,1.7576929212313726,0
61,F,Suburban,Desktop,Text,19,605.095247406804,1.0750628832700078,0
35,M,Suburban,Tablet,Text,1,1057.3403468768133,0.6158316048972631,0
23,M,Suburban,Tablet,Video,8,1695.4624799819894,1.616981206761949,0
35,F,Suburban,Tablet,Banner,17,1223.0238562922882,1.5254321487032791,0
36,M,Suburban,Desktop,Text,16,2894.6081322090104,0.988443149900389,0
39,M,Suburban,Tablet,Banner,16,2487.331258666669,1.4086328392382472,0
54,F,Suburban,Desktop,Banner,13,2662.1998000079084,1.5024769702069691,0
49,F,Rural,Mobile,Video,12,1665.7947644661954,0.19410519059815085,0
58,F,Rural,Desktop,Text,18,1684.1051692194626,1.7635028769720527,0
20,M,Suburban,Desktop,Video,22,2512.9725317878865,0.6452749038868831,0
45,M,Urban,Mobile,Video,5,1468.8318519635382,1.9640969587268546,0
27,M,Urban,Tablet,Text,11,1702.123257778928,1.8255953125475681,0
52,F,Urban,Tablet,Banner,12,1821.4743303356897,0.13666327326151387,0
46,F,Suburban,Desktop,Video,2,2017.8941947057199,1.279768947109529,0
32,M,Urban,Desktop,Text,15,2124.926228582497,1.9337203322832794,0
50,F,Rural,Mobile,Banner,20,2201.8793418996356,1.1734448271706273,0
24,F,Rural,Tablet,Banner,9,1610.0231535601813,1.2697001428971917,0
29,M,Rural,Mobile,Banner,21,1237.8671377062283,1.8688627782376936,0
47,F,Rural,Desktop,Video,9,2800.385347438622,1.1882465938532119,0
38,M,Suburban,Desktop,Video,17,2566.8042442206897,0.5643466382852385,0
48,F,Rural,Mobile,Text,2,508.5934829201714,0.9745483384249901,0
41,M,Urban,Mobile,Banner,12,1782.30855248254,0.7649884436410449,0
37,F,Urban,Tablet,Banner,15,1186.50761466413,0.4175295776036686,0
54,M,Rural,Mobile,Text,3,2106.8224723250596,0.506822875250641,0
21,F,Rural,Tablet,Banner,23,1756.5995884368579,0.2160757828518562,0
45,F,Rural,Tablet,Banner,10,552.9161719141999,0.4206324537210736,0
61,F,Urban,Mobile,Text,16,2319.431320602132,0.5926425892702182,0
37,F,Urban,Mobile,Text,0,1188.4669222958491,1.540787285900428,0
41,F,Rural,Tablet,Video,11,1150.591297834263,0.7953740811168081,0
49,M,Urban,Mobile,Video,2,579.8152935604454,1.4128355037823201,0
58,M,Urban,Tablet,Video,18,2570.8404139599897,1.9926980162993075,0
53,M,Suburban,Tablet,Text,8,1947.0987765438076,1.205294320911425,0
51,F,Rural,Desktop,Video,18,1712.1067923764747,1.2668617642184181,0
53,M,Rural,Tablet,Banner,18,2189.532018660627,1.149196259454161,0
19,F,Suburban,Desktop,Video,17,1363.4252164964755,0.8514620561539328,0
32,F,Suburban,Mobile,Video,19,1923.686197467973,0.45292021610939637,0
51,M,Urban,Tablet,Video,10,1123.1835201506406,1.957267001924965,0
53,M,Suburban,Tablet,Text,23,657.3878596524855,1.008138121159781,0
23,F,Rural,Mobile,Banner,21,1903.358379984706,1.8781791798443739,0
56,F,Rural,Mobile,Text,0,1052.979299429346,0.5936700645312073,0
59,M,Rural,Mobile,Banner,20,2375.105452438453,0.30623493901936255,0
29,M,Urban,Tablet,Video,11,1629.6078981429162,1.3100638813013952,0
20,F,Urban,Mobile,Video,10,1125.9961988680702,1.7175426186879525,0
62,F,Rural,Mobile,Banner,9,2020.864669853864,1.3582051811921854,0
35,M,Rural,Desktop,Text,10,791.5519705930012,1.5113805951759915,0
57,F,Urban,Desktop,Text,7,2403.559701558688,1.2560095606449613,0
38,F,Urban,Tablet,Video,16,1630.4448907330195,1.5181026918252565,0
32,M,Suburban,Mobile,Banner,5,2531.6140707516915,0.7545090023506729,0
50,M,Urban,Mobile,Banner,6,845.2409251037369,0.8399843311451429,0
52,F,Urban,Desktop,Banner,4,1456.3556916673124,1.5824880581472083,0
43,F,Rural,Tablet,Banner,3,950.0742152753837,1.6227916333832255,0
25,M,Rural,Mobile,Video,6,652.9889232997192,0.2568985293004836,0
53,F,Rural,Tablet,Text,15,2888.3690944917926,0.13218899583135857,0
47,M,Suburban,Desktop,Video,3,2316.621382359749,1.3664004848980802,1
40,F,Urban,Mobile,Banner,2,1314.0131937206024,0.26042455091690164,0
59,M,Suburban,Desktop,Text,13,1115.3759252149716,0.4256668662665156,0
61,F,Urban,Desktop,Video,3,1010.8047926024162,0.47470138224415004,1
31,F,Urban,Desktop,Banner,20,607.5261323659257,1.0677417416430317,0
31,F,Rural,Mobile,Video,8,756.6733995453708,0.4821168536546523,0
19,M,Urban,Tablet,Banner,10,757.2679186684179,0.4436744771783123,0
54,M,Suburban,Mobile,Video,0,2165.662448827402,0.12022362027888125,0
22,M,Rural,Desktop,Video,8,1986.7690614135786,1.5564355271784114,0
55,F,Suburban,Tablet,Video,7,1920.4834757590156,0.3581740781198943,0
62,F,Suburban,Desktop,Banner,14,2336.1575240148763,1.1806435946616356,0
58,M,Rural,Mobile,Text,23,1127.9306399350908,0.6694300890345046,0
64,M,Urban,Tablet,Text,7,1356.1875226157654,0.4476772835735797,0
31,F,Suburban,Mobile,Banner,19,816.7541940928709,0.7590237109084914,0
56,F,Urban,Tablet,Text,6,1969.2771601595296,0.5891837353752194,0
42,F,Rural,Desktop,Text,13,2832.263898259434,0.9231593063691019,0
37,F,Urban,Desktop,Video,17,2657.844582563311,1.411310859721034,0
19,M,Urban,Desktop,Video,2,1887.497028475642,0.19675951417022058,0
56,M,Rural,Mobile,Banner,14,2111.5193262503835,0.4481900648954117,0
23,F,Urban,Mobile,Banner,23,2980.7724362453,0.2525194615581584,0
34,F,Suburban,Desktop,Video,19,1793.3868040832078,1.9388439530498716,0
42,F,Suburban,Desktop,Banner,5,2676.4705301695785,1.1904391104933307,0
45,M,Suburban,Tablet,Banner,14,1751.6431560077845,1.6586494253225417,0
19,M,Urban,Tablet,Text,13,619.670973800812,0.6066800163001568,0
52,F,Suburban,Mobile,Banner,10,2836.653605132199,1.8012594047913963,0
54,F,Urban,Tablet,Banner,7,779.700695538053,1.2950708747015236,0
22,F,Urban,Mobile,Video,7,2260.4700228152706,0.8713534990366409,0
18,F,Urban,Mobile,Banner,4,1094.8973801452614,1.2410696121264153,0
57,F,Urban,Tablet,Video,15,2752.5917432283823,0.3421918081616623,1
29,F,Rural,Tablet,Banner,6,1001.2220886515693,0.6949796961000467,0
53,M,Suburban,Tablet,Text,0,850.1859657032044,1.1245412830153354,0
62,M,Suburban,Desktop,Video,4,1596.7823946558285,1.3168494494624923,0
40,M,Urban,Desktop,Banner,2,1741.7019132575967,0.511843770010394,0
64,F,Rural,Tablet,Banner,12,2547.3187123392545,1.9845466059762076,0
48,F,Urban,Desktop,Text,19,2406.0068910477876,1.682847834793423,0
28,F,Suburban,Mobile,Banner,16,1320.6720344735488,1.2019512047625702,0
27,M,Suburban,Desktop,Text,0,1462.3745317629975,1.949307206808213,0
20,F,Rural,Desktop,Video,18,1941.6759039762153,1.073946113993103,0
31,M,Urban,Desktop,Video,3,1878.9400638006696,1.899603355360668,0
33,F,Rural,Mobile,Banner,12,2655.116493374868,1.5283388939022557,0
27,F,Urban,Mobile,Video,18,1681.1844813903892,0.5129582788812418,0
46,F,Rural,Tablet,Text,17,2733.772518495722,0.8705021060924739,0
27,M,Suburban,Desktop,Text,10,1012.6791899333688,0.5993576890227192,0
29,M,Rural,Desktop,Banner,22,2669.0643859100774,1.4713659009123419,0
47,M,Suburban,Mobile,Text,8,1260.7315143649837,1.5565944031829115,0
58,F,Suburban,Desktop,Text,2,2473.1441408243163,1.3999662282285616,0
18,M,Urban,Mobile,Text,15,1913.4684720487166,1.1366151606441008,0
22,F,Rural,Desktop,Banner,23,2688.9046676919697,0.8639358435596726,0
37,F,Rural,Tablet,Video,20,1078.134413313903,1.9701177656181093,0
25,M,Rural,Mobile,Text,21,2253.7474839934807,0.15322627329661553,0
60,M,Rural,Mobile,Video,16,2622.3992390137287,0.3353300904425478,0
29,F,Urban,Mobile,Video,12,2441.72621764451,1.2376043868210347,0
18,F,Urban,Desktop,Banner,5,1914.9983441237837,1.5360628620992725,0
37,F,Urban,Tablet,Banner,6,2188.4980126669234,1.919446144048399,1
45,F,Suburban,Mobile,Video,8,991.2927526634903,1.0318913173941964,0
60,M,Suburban,Tablet,Banner,20,1041.1591547986432,0.6051755136201974,0
54,M,Suburban,Mobile,Video,4,1168.226311673197,1.7403188215088048,0
64,M,Urban,Tablet,Text,4,2570.0342347367364,0.9371060929481874,0
54,F,Suburban,Desktop,Video,21,918.5991145994858,0.3452262129196483,0
29,F,Rural,Desktop,Video,14,1247.3065531438629,1.0919499411225524,0
54,F,Suburban,Tablet,Text,3,2801.085579838968,1.098489782919548,0
61,M,Urban,Tablet,Banner,9,2388.0884774957576,0.5355202376648693,0
45,F,Urban,Desktop,Video,8,2332.814231400608,0.36976557684745914,0
64,F,Urban,Tablet,Banner,6,1637.8535872054886,0.3707401713976951,0
32,M,Urban,Tablet,Text,14,2255.9038941012627,1.6643580231653095,0
23,M,Rural,Tablet,Video,18,1914.3195641000152,1.0519729313490824,0
61,F,Suburban,Mobile,Video,9,678.6615468283953,1.4990713949053895,0
37,M,Suburban,Tablet,Video,6,1941.3153487584152,1.9287046691770833,0
31,F,Urban,Mobile,Video,2,1630.6181996069163,1.6047936139430479,0
19,M,Suburban,Desktop,Banner,2,784.9069075850397,0.39824924981234033,0
26,F,Rural,Desktop,Banner,19,1360.6625378746069,0.8977978911281563,0
54,M,Urban,Desktop,Text,17,2736.993438033465,1.0425218323222192,0
37,M,Suburban,Tablet,Banner,23,2509.256203351749,1.4324031188071884,0
43,M,Suburban,Desktop,Video,12,2784.75815502026,1.9333119068139062,0
46,M,Suburban,Mobile,Text,11,2292.699372953214,0.6416012191734024,0
18,F,Suburban,Mobile,Video,16,2081.384155243973,1.7363033873757299,0
52,F,Urban,Tablet,Video,16,848.0940619607778,0.23710001249472074,1
23,M,Urban,Mobile,Text,10,768.0240900994563,1.756746304396024,0
54,F,Rural,Mobile,Video,16,1116.8836146602955,1.4197570105257693,0
22,M,Urban,Desktop,Video,19,1285.4929421911834,0.1542235954383233,0
50,M,Suburban,Mobile,Text,16,2017.5887700962353,1.2604395852617203,0
31,F,Suburban,Desktop,Banner,18,2693.272701627969,1.8695595247219907,0
29,F,Suburban,Desktop,Text,6,2726.8265012475854,0.9218649384399258,0
59,F,Rural,Mobile,Text,18,2205.891702668813,0.32282517912171205,0
37,F,Urban,Mobile,Text,1,1934.7849203803012,1.9783698076017888,0
41,F,Urban,Tablet,Banner,9,1110.9715472768173,0.8917537512057895,0
60,F,Urban,Tablet,Text,5,2844.861249968926,1.1028833690522906,0
51,F,Suburban,Mobile,Banner,15,2177.782071317256,1.9378819283610915,0
42,M,Suburban,Desktop,Video,7,1833.6429847000843,1.2111225649538162,0
46,F,Suburban,Desktop,Text,3,759.8909504706243,1.3847305985143856,0
56,M,Rural,Tablet,Video,19,2564.7082749663455,1.44890397999927,0
48,F,Rural,Desktop,Video,10,1372.4810086640696,1.5316241117290186,0
64,F,Suburban,Tablet,Banner,17,2751.4667312066586,1.620310096601011,0
60,M,Rural,Desktop,Video,20,921.0371563024062,0.24207364730018877,0
40,M,Rural,Mobile,Video,14,621.487589459898,1.875242808713379,0
61,M,Rural,Mobile,Text,15,1586.8202243179196,1.1361725655940158,0
55,M,Urban,Desktop,Video,7,695.7580215571509,1.1143314374928281,0
37,F,Rural,Tablet,Text,16,654.5074124722867,1.6874933269507444,0
40,F,Suburban,Mobile,Video,1,2284.3306398772065,0.6828481252647696,0
62,M,Urban,Tablet,Banner,16,1143.4391374636502,1.3462494044718687,0
33,M,Rural,Mobile,Video,14,2097.126776709192,0.7023213130956071,0
59,F,Suburban,Desktop,Banner,19,1927.0816122884248,1.54562986667425,0
25,F,Rural,Mobile,Text,6,851.8818383369465,0.9226034245343937,0
38,M,Suburban,Desktop,Text,10,1464.4475970564254,0.4545951885173577,1
18,F,Suburban,Tablet,Video,18,665.1597154198861,1.8268770207152087,0
25,F,Rural,Mobile,Video,23,1554.18324437985,1.5312843966105383,0
46,M,Rural,Tablet,Text,5,955.9052267599445,0.12695630398034546,0
49,M,Urban,Tablet,Text,17,740.7732444835023,0.22253965665029068,0
55,M,Rural,Desktop,Text,8,1292.463073885625,0.8202028777765481,1
22,M,Suburban,Tablet,Banner,15,508.5481332671561,1.582200425085235,1
64,F,Urban,Mobile,Video,12,2394.4225485883385,0.6243131445270523,0
39,M,Suburban,Desktop,Text,22,895.4592781531367,1.9824492791509025,0
64,F,Suburban,Desktop,Text,7,2064.5918212611336,1.846254009910654,0
51,F,Rural,Desktop,Video,16,2581.455556994451,1.7428025020142384,0
18,F,Suburban,Tablet,Video,13,2793.0957004175375,0.11737207707296955,0
43,F,Rural,Mobile,Banner,21,1893.9369151532446,1.9316245045057754,0
60,M,Suburban,Mobile,Text,8,2470.709564149097,1.223712471433922,0
27,F,Urban,Mobile,Video,5,1636.9293329904256,1.2234877391767205,0
47,M,Rural,Desktop,Banner,15,1725.4519410625805,0.28743518378298727,0
35,F,Urban,Desktop,Text,2,1866.9304744826622,1.2579182438639436,0
34,M,Rural,Mobile,Banner,1,2175.3425895438886,1.104506277573789,0
43,F,Urban,Tablet,Video,7,2174.7934725440114,1.128709924654325,0
25,F,Rural,Desktop,Banner,3,2463.444809810595,0.4637180064970553,0
64,M,Urban,Mobile,Text,11,2042.3599615281441,1.1319705817398706,0
57,M,Urban,Tablet,Video,0,2706.585423525999,0.23742934396205134,0
29,M,Rural,Desktop,Text,23,2273.0901776991095,0.14063450889099513,0
44,M,Rural,Desktop,Banner,16,2822.381680006915,0.5050394155174751,0
25,F,Suburban,Desktop,Banner,17,2376.0919440130956,1.6232202304521954,0
42,F,Suburban,Mobile,Banner,16,2346.760863123811,1.2467260754047997,0
63,F,Rural,Desktop,Video,23,2650.993002671515,1.7991832250353066,0
21,F,Rural,Desktop,Banner,15,2139.525423905374,0.8390784820807977,0
50,F,Urban,Tablet,Video,2,948.9382970815636,0.7647037908214321,0
18,M,Urban,Mobile,Banner,8,707.4208379977777,1.4300931160343604,0
36,M,Suburban,Tablet,Banner,11,1289.565314090089,0.8734514909225706,0
48,F,Suburban,Desktop,Video,6,2535.984673978662,0.824323617408932,0
33,M,Suburban,Mobile,Video,5,554.2696408921468,0.9854922328222258,0
31,F,Urban,Mobile,Video,10,875.099032866218,0.31798419112846316,0
22,F,Urban,Desktop,Text,5,765.2895134778043,0.4853704251440287,0
58,M,Urban,Mobile,Banner,16,592.9374237592623,1.2463121440290086,0
43,F,Suburban,Mobile,Text,23,2525.7095931156973,1.2560652645436745,0
45,M,Rural,Tablet,Banner,9,1198.9646065031163,1.2214574556236313,0
19,F,Suburban,Mobile,Banner,2,2322.3151214465183,0.47962300133426927,0
23,M,Urban,Mobile,Banner,18,854.7802773143005,0.9275988592850747,0
26,F,Suburban,Tablet,Banner,2,1522.3343272859438,1.8499131965327402,0
50,F,Suburban,Desktop,Text,20,791.1640025212587,1.7358081845307494,0
58,M,Suburban,Tablet,Banner,1,506.20101796384137,1.159222010567012,0
42,F,Suburban,Desktop,Text,19,2032.9055891899752,1.8115916470511195,0
30,F,Urban,Desktop,Video,22,1702.454821999048,1.3825199290474002,0
26,M,Suburban,Desktop,Text,0,1541.5906283276472,0.8832937797198673,0
30,M,Urban,Tablet,Banner,17,696.6489081292818,1.5751969702064408,0
48,M,Suburban,Desktop,Text,7,1970.5120562965315,0.6738399338108286,0
58,F,Urban,Tablet,Text,23,2450.002590122647,1.7238442871758064,0
28,M,Rural,Tablet,Video,18,668.1111832072579,0.7260524767854234,0
21,M,Urban,Desktop,Video,4,1533.6458521004527,1.6096594019001313,0
51,M,Urban,Desktop,Video,23,1278.8911929281314,0.6344804867445171,0
55,F,Rural,Tablet,Banner,9,2729.691608965746,1.8421406929558135,0
63,M,Rural,Tablet,Text,8,1156.6394729353146,0.4512120480229901,1
21,F,Rural,Desktop,Text,17,2860.701666530595,1.466089717918879,0
55,F,Rural,Desktop,Video,23,2571.006074897585,0.8764906542391351,0
36,M,Rural,Desktop,Banner,18,750.3972093139492,0.1350738081788606,0
23,F,Rural,Tablet,Banner,4,1701.5943456008383,0.7305131758786263,0
51,F,Suburban,Tablet,Banner,20,2122.5036962403474,0.4850216416656554,0
35,F,Suburban,Tablet,Video,10,1982.6794069715584,1.154951263925628,0
